id;access;fee;capacity;type;latitude;longitude;city_id
way/617186526;public;no;-1;surface;46.0768224;11.1411272;1
way/618549799;public;no;-1;street_side;46.0706793;11.1123309;1
way/628549719;public;no;-1;surface;46.0846825;11.1189071;1
way/628549720;public;no;-1;surface;46.0836672;11.1191268;1
way/635582192;customers;no;-1;surface;45.9992359;11.1252535;1
way/657666338;public;no;-1;surface;46.11649;11.088191;1
way/664501090;public;yes;20;surface;46.0526852;11.1341323;1
way/665082212;public;yes;6;street_side;46.0611789;11.1367192;1
way/666109606;customers;no;-1;street_side;46.0622479;11.1194871;1
way/666109610;customers;no;-1;street_side;46.0626032;11.1192994;1
way/666512335;customers;no;-1;surface;46.0143758;11.1321391;1
way/669519544;public;no;-1;surface;46.1250042;11.1170527;1
way/675698555;public;no;-1;surface;46.0614508;11.1245888;1
way/686645200;public;yes;-1;surface;46.0595643;11.1265355;1
way/686663643;destination;no;-1;surface;46.007113;11.1308211;1
way/687794402;customers;no;-1;surface;46.0493292;11.1162053;1
way/690488752;customers;no;-1;surface;46.0072918;11.1273548;1
way/701543878;no;no;-1;street_side;46.1068523;11.1125265;1
way/726849847;public;yes;-1;surface;46.0604673;11.1256151;1
way/734744725;customers;no;-1;surface;46.105208;11.1073331;1
way/734744726;customers;no;-1;surface;46.1048728;11.1070006;1
way/734746358;public;no;-1;street_side;46.1063281;11.1054272;1
way/744412653;public;no;-1;street_side;46.0437611;11.1315881;1
way/764395816;customers;no;-1;surface;46.1040661;11.110341;1
way/766366036;public;no;-1;street_side;46.0460823;11.1324493;1
way/777815675;public;no;-1;surface;46.0342153;11.1249412;1
way/777815676;public;no;-1;surface;46.0339783;11.1245812;1
way/777815677;public;no;-1;surface;46.0334799;11.1248037;1
way/782089216;customers;no;-1;surface;46.0492592;11.1150142;1
way/782089217;customers;no;-1;surface;46.0490937;11.1149122;1
way/782089218;customers;no;-1;surface;46.0491954;11.1148219;1
way/782089220;customers;no;-1;surface;46.0498397;11.1152639;1
way/789024286;customers;no;-1;surface;46.0774785;11.169688;1
way/838063678;public;no;-1;surface;46.077116;11.1416857;1
way/865889840;public;no;-1;street_side;46.0959902;11.1283481;1
node/880590806;public;no;5;street_side;46.0716819;11.1212067;1
node/888057089;permissive;no;-1;surface;46.0663402;11.175215;1
way/902569772;public;no;584;surface;46.0689498;11.112473;1
way/906898563;public;no;8;surface;46.0779992;11.1408037;1
way/908484133;public;no;-1;lane;46.0453583;11.1280624;1
way/914173139;public;no;5;surface;46.0713241;11.1139748;1
way/914196531;public;no;-1;street_side;46.070202;11.1138702;1
way/914196532;public;yes;-1;street_side;46.0702089;11.1137172;1
way/914196554;no;no;-1;lane;46.0682612;11.1132507;1
way/914206545;public;yes;3;street_side;46.0699515;11.1136036;1
way/914226566;public;no;-1;lane;46.07126;11.1098003;1
way/914262112;public;no;-1;lane;46.0701107;11.1119826;1
way/914283698;public;no;-1;lane;46.0669421;11.1126107;1
way/914453312;public;no;89;surface;46.0679452;11.1122788;1
way/914453331;public;yes;-1;street_side;46.0701767;11.1128318;1
way/914453332;public;yes;-1;lane;46.0701388;11.1124562;1
way/914453333;public;yes;-1;lane;46.0700959;11.1122955;1
way/914453334;public;yes;-1;lane;46.0702084;11.112726;1
way/914453335;public;yes;-1;lane;46.070374;11.113355;1
way/914453336;public;yes;-1;lane;46.0702611;11.1129316;1
way/914453337;public;yes;-1;lane;46.0703163;11.1131458;1
way/915509666;no;no;-1;street_side;46.0771708;11.1091502;1
way/915509710;customers;no;-1;surface;46.0753041;11.1080934;1
way/915777905;public;yes;6;street_side;46.06749;11.1281651;1
way/915777906;public;yes;4;street_side;46.0676403;11.1284301;1
way/915777907;public;yes;5;street_side;46.0676766;11.1283269;1
way/915777908;public;yes;4;street_side;46.0673659;11.128058;1
way/915777909;public;yes;6;street_side;46.0674486;11.1282777;1
node/938735122;customers;no;-1;surface;46.0711463;11.1186438;1
node/938735127;customers;no;-1;surface;46.0712863;11.118968;1
way/940588661;customers;no;-1;surface;46.0888657;11.11153;1
way/964529324;public;yes;10;street_side;46.0748413;11.1257238;1
way/973599164;public;no;-1;surface;46.0513077;11.1308663;1
way/973599165;public;no;-1;surface;46.0513326;11.1316784;1
way/973986585;customers;no;-1;surface;46.0490657;11.1150459;1
way/973986586;customers;no;-1;surface;46.0488303;11.1158631;1
way/975023764;customers;no;-1;surface;46.0059702;11.1265761;1
way/977064525;public;no;-1;street_side;46.0599884;11.1178649;1
way/977925120;public;yes;69;surface;46.0651928;11.1277312;1
way/978251427;public;no;6;street_side;46.0604189;11.1309765;1
way/980858225;public;yes;-1;surface;46.0579853;11.1322154;1
way/984089106;public;no;137;surface;46.0404082;11.1247448;1
node/991704143;public;no;-1;surface;46.066918;11.1261254;1
way/1006697666;public;no;-1;surface;46.0373125;11.128533;1
way/1013683849;public;no;8;street_side;46.0508342;11.1357107;1
way/1026057089;no;no;20;lane;46.0547347;11.1122752;1
way/1028901689;customers;no;-1;surface;46.0353636;11.1308024;1
way/1034772890;customers;no;-1;surface;46.0903549;11.1134943;1
way/1036788322;public;no;-1;surface;46.0678014;11.1846024;1
way/1054347502;customers;no;-1;surface;46.0588903;11.114244;1
way/1054528735;public;no;10;surface;46.0577218;11.1196578;1
way/1055822528;customers;no;-1;surface;46.0753019;11.1381206;1
way/1055822530;customers;no;-1;surface;46.0757423;11.1373375;1
way/1063253259;customers;no;-1;street_side;46.1082853;11.1104051;1
way/1074891359;customers;no;-1;surface;46.0647505;11.0845063;1
way/1075758433;customers;no;-1;street_side;46.1045633;11.1090898;1
way/1088103174;customers;no;3;surface;46.1065548;11.1106373;1
way/1088147921;public;no;-1;surface;46.0702529;11.054533;1
way/1088472887;customers;no;-1;street_side;46.1055561;11.1075519;1
way/1088472916;customers;no;-1;surface;46.1074214;11.1088131;1
way/1093370699;public;no;-1;surface;46.0544944;11.1199182;1
way/1093405527;customers;no;4;surface;46.0540123;11.1208357;1
way/1096069454;customers;no;-1;surface;46.0936114;11.1103555;1
way/1096069458;customers;no;-1;rooftop;46.0648257;11.1297583;1
node/1098048308;public;no;-1;surface;46.0657296;11.1245326;1
way/1101003063;no;no;-1;street_side;46.0991605;11.1064755;1
node/1109589966;customers;yes;-1;surface;46.0707145;11.1217479;1
way/1111548014;customers;yes;-1;surface;46.0868658;11.121545;1
way/1114975048;customers;no;-1;street_side;46.0818271;11.1227414;1
way/1114975052;customers;no;-1;street_side;46.0844712;11.1221112;1
way/1114975056;customers;no;-1;surface;46.0846453;11.1204271;1
way/1114975093;customers;no;-1;surface;46.0803195;11.1221449;1
way/1115462700;customers;no;-1;street_side;46.0799356;11.1222442;1
way/1116455762;public;no;-1;surface;46.0858856;11.0624736;1
way/1117630292;public;no;-1;surface;46.1266326;11.1165152;1
way/1120544918;public;no;-1;surface;46.0712533;11.1395416;1
way/1120601851;public;no;34;surface;46.0735286;11.1501253;1
way/1122943428;public;no;24;surface;46.0571534;11.1128863;1
way/1123677438;customers;no;-1;surface;46.0634523;11.1296223;1
way/1124390384;no;no;-1;street_side;46.1066174;11.1112361;1
way/1125411281;customers;no;-1;surface;46.0480274;11.1310354;1
way/1126467789;public;no;2;surface;46.01117;11.1547155;1
way/1126471490;public;yes;3;layby;46.0589456;11.1188582;1
way/1126919078;customers;no;-1;surface;46.0947168;11.1204145;1
way/1126919079;customers;no;-1;lane;46.0944937;11.1196941;1
way/1126919080;customers;no;-1;lane;46.0941962;11.1201662;1
way/1126919091;no;no;3;street_side;46.0935324;11.1206353;1
way/1126924613;public;no;-1;surface;46.086231;11.1212114;1
way/1133095275;customers;no;-1;surface;46.0985928;11.1020332;1
way/1134757552;customers;no;-1;street_side;46.1043233;11.1171917;1
way/1150948047;public;yes;-1;surface;46.0751465;11.1258612;1
way/1150948050;public;yes;-1;street_side;46.0745217;11.1257323;1
way/1152236344;customers;no;-1;street_side;46.1077449;11.1114308;1
way/1152236345;customers;no;-1;street_side;46.1077774;11.111645;1
way/1162410975;public;no;-1;surface;46.0850955;11.0699597;1
way/1164021775;customers;no;-1;surface;46.0583585;11.1141933;1
way/1166148100;public;no;-1;street_side;46.0803719;11.1132371;1
way/1172809753;customers;no;-1;surface;46.0133665;11.1285115;1
way/1172809754;customers;no;-1;surface;46.0134482;11.1278041;1
way/1172809758;customers;no;-1;surface;46.0135782;11.1277437;1
way/1172809759;customers;no;-1;surface;46.0135852;11.1275629;1
way/1172809760;customers;no;-1;surface;46.0131794;11.1291678;1
way/1173065610;public;no;-1;street_side;46.132411;11.1341785;1
way/1173065621;public;no;-1;street_side;46.1288395;11.1346312;1
way/1173068076;public;no;-1;surface;46.1320752;11.1416381;1
way/1173068078;public;no;-1;surface;46.1323383;11.1418486;1
way/1175628395;customers;no;-1;surface;46.1094637;11.1405136;1
way/1180087274;customers;no;-1;surface;46.0545723;11.1209362;1
way/1182638447;customers;no;-1;surface;46.0695383;11.1309056;1
way/1183604911;public;no;-1;surface;46.0916328;11.0549745;1
way/1184197555;customers;no;-1;surface;46.0880698;11.0462312;1
way/1184537253;public;no;-1;surface;46.0194415;11.1052843;1
way/1184545577;customers;no;-1;underground;46.0168745;11.1055355;1
