id;geo;latitude;longitude
1;"LINESTRING (11.087192248311084 46.1021305125648, 11.114104090203455 46.03225304788788, 11.152151321530937 46.03273763017748, 11.188727857272113 46.06949630903688, 11.169603374838687 46.08968241033094, 11.124503851852182 46.101954511538, 11.087192248311084 46.1021305125648)";46.0674444;11.1212778
