trip_id;route_id;service_id;trip_headsign;direction_id;wheelchair_accessible;bike_slots
0003201992024090920250627;73;52024090920250627;Tione. Autostazione;1;0;0
0003192652024090920250627;1;22024090920250627;Penia. Str. Pian Trevisan;0;0;0
0003224192024090920250627;186;4512024090920250627;Trento. Autostazione;1;0;0
0003262662024091020250627;3;52024091020250627;Trento. Autostazione;1;0;0
0003252492024090920250627;366;72024090920250627;Mezzocorona-Staz.Fs;1;0;0
0003234402024090920250627;640;22024090920250627;Pergine V. Intermodale;1;0;0
0003241062024120820250316;345;6232024120820250316;Mezzolombardo;1;0;0
0003206532024090920250627;636;4512024090920250627;Tione. Autostazione;1;0;0
0003213142024090920250627;636;72024090920250627;Tione. Autostazione;1;0;0
0003233102024090920250627;98;52024090920250627;Borgo Valsugana-C.Intermodale;1;0;0
0003248992024090920250627;401;62024090920250627;Tres;0;0;0
0003204412024090920250627;157;22024090920250627;Tione. Autostazione;1;0;0
0003191862024090920250627;7;22024090920250627;Pradel;1;0;0
0003234222024090920250627;562;62024090920250627;Pergine V. Intermodale;1;0;0
0003216512024090920250627;110;4512024090920250627;Trento. Autostazione;1;0;0
0003245282024090920250627;324;22024090920250627;Male';1;0;0
0003212782024090920250627;636;22024090920250627;Tione. Autostazione;1;0;0
0003263732024120120250627;691;72024120120250627;Bassano Del Grappa. Staz. Fs;0;0;6
0003221772024090920250627;196;52024090920250627;Guardia di Folgaria;0;0;0
0003223272024090920250627;186;52024090920250627;Trento. Autostazione;1;0;0
0003265152024102120250627;120;822024102120250627;Trento. Autostazione;1;0;0
0003243632024090920250627;368;92024090920250627;Cles. Autostazione;1;0;0
0003218442024090920250627;634;22024090920250627;Riva Del G.Autostazione;1;0;0
0003224272024090920250627;186;22024090920250627;Trento. Autostazione;1;0;0
0003221002024090920250627;503;22024090920250627;Trento. Autostazione;0;0;0
0003214552024090920250627;220;5902024090920250627;Rovereto. Via Manzoni;1;0;0
0003248692024090920250627;357;22024090920250627;Lanza di Rumo;0;0;0
0003245972024090920250627;330;52024090920250627;Male';1;0;0
0003193432024090920250627;604;92024090920250627;Cavalese. Autostazione;1;0;0
0003227532024090920250627;177;52024090920250627;Kamauz;0;0;0
0003219392024090920250627;233;5902024090920250627;Brentonico;1;0;0
0003242002024090920250627;364;72024090920250627;Cles. Autostazione;1;0;0
0003221302024090920250627;220;42024090920250627;Ronzo Chienis;0;0;0
0003243812024090920250627;397;52024090920250627;Cles. Autostazione;1;0;0
0003205702024090920250627;73;412024090920250627;Montagne. Binio;0;0;0
0003247042024090920250627;336;62024090920250627;Peio;0;0;0
0003213812024090920250627;231;52024090920250627;Saccone;0;0;0
0003233332024090920250627;177;62024090920250627;Maso Tingherla;0;0;0
0003264842024102120250627;397;62024102120250627;Portolo;0;0;0
0003218282024090920250627;186;42024090920250627;Luserna;0;0;0
0003244882024090920250627;336;42024090920250627;Peio;0;0;0
0003194232024090920250627;120;12024090920250627;Trento. Autostazione;1;0;0
0003260562024090920250627;638;72024090920250627;Ora-Staz. Fs;1;0;0
0003215722024090920250627;181;22024090920250627;Trento. Autostazione;1;0;0
0003199862024090920250627;60;62024090920250627;Capriana;0;0;0
0003237982024090920250627;520;302024090920250627;Trento. Autostazione;1;0;0
0003209282024090920250627;71;22024090920250627;Tione. Autostazione;0;0;0
0003192622024090920250627;1;302024090920250627;Trento. Autostazione;1;0;0
0003232222024090920250627;138;22024090920250627;Faida;0;0;0
0003246182024120820250316;334;6232024120820250316;Male';1;0;0
0003208932024090920250627;80;42024090920250627;Sopramonte;1;0;0
0003221112024090920250627;181;22024090920250627;Trento. Autostazione;1;0;0
0003253362024090920250627;352;22024090920250627;Mezzolombardo Ferrovia;0;0;6
0003214302024090920250627;200;92024090920250627;Rovereto. Via Paoli;1;0;0
0003219492024090920250627;231;92024090920250627;Rovereto. Via Manzoni;1;0;0
0003246412024120820250316;332;6222024120820250316;Mezzana. Staz Ftm;1;0;0
0003210762024090920250627;157;5902024090920250627;Baitoni;0;0;0
0003225882024090920250627;717;22024090920250627;Trento. Staz. Fs;1;0;0
0003218612024090920250627;198;22024090920250627;Serrada. Via Pasubio;1;0;0
0003246422024120820250316;336;6212024120820250316;Fucine;1;0;0
0003227312024090920250627;90;92024090920250627;Levico Terme Autostazione;1;0;0
0003220122024090920250627;233;62024090920250627;Brentonico. Via Calzolari;1;0;0
0003230152024090920250627;520;22024090920250627;Pergine V. V.Le Venezia;0;0;0
0003201972024090920250627;73;52024090920250627;Tione. Autostazione;1;0;0
0003205122024090920250627;78;52024090920250627;Margone;0;0;0
0003221122024090920250627;181;72024090920250627;Trento. Autostazione;1;0;0
0003225232024090920250627;634;22024090920250627;Bolognano;0;0;0
0003264142024093020241130;695;22024093020241130;Trento. Staz. Fs;1;0;6
0003219102024090920250627;203;52024090920250627;Ometto;0;0;0
0003264762024102120250627;366;822024102120250627;Cles. Autostazione;0;0;0
0003215512024090920250627;215;22024090920250627;Rovereto. Via Manzoni;1;0;0
0003248202024090920250627;395;52024090920250627;Toss;0;0;0
0003216272024090920250627;110;42024090920250627;Trento. Autostazione;1;0;0
0003230852024090920250627;138;42024090920250627;Montagnaga;0;0;0
0003245452024120820250316;326;6202024120820250316;Belvedere;0;0;0
0003252382024090920250627;366;72024090920250627;Mezzocorona-Staz.Fs;1;0;0
0003243562024090920250627;368;822024090920250627;Cles. Piazza Fiera;1;0;0
0003212612024090920250627;636;302024090920250627;Tione. Autostazione;1;0;0
0003221732024090920250627;181;52024090920250627;Vigile;0;0;0
0003252962024090920250627;352;22024090920250627;Trento Ftm;1;0;6
0003202682024090920250627;71;72024090920250627;Trento. Autostazione;1;0;0
0003207702024090920250627;134;62024090920250627;Riva Del G. Viale Martiri;0;0;0
0003241442024090920250627;375;22024090920250627;Fondo. Via Garibaldi;0;0;0
0003234442024090920250627;640;22024090920250627;Via S.Pietro 82-Villa Rosa;0;0;0
0003264042024093020241130;717;22024093020241130;Borgo Valsugana-C.Intermodale;1;0;0
0003257922024090920250627;520;22024090920250627;Borgo Valsugana-C.Intermodale;0;0;0
0003219652024090920250627;231;4512024090920250627;Mori. Bar Centrale;1;0;0
0003235372024090920250627;522;22024090920250627;Castello Tesino;0;0;0
0003206572024090920250627;134;22024090920250627;Trento. Autostazione;1;0;0
0003211072024090920250627;157;42024090920250627;Tione. Autostazione;1;0;0
0003242172024090920250627;378;62024090920250627;Cles. Autostazione;1;0;0
0003246882024090920250627;336;52024090920250627;Male';1;0;0
0003205032024090920250627;229;22024090920250627;Margone;0;0;0
0003244012024090920250627;354;52024090920250627;Mechel;0;0;0
0003204452024090920250627;157;42024090920250627;Baitoni;0;0;0
0003208162024090920250627;134;22024090920250627;Sarche. Centro Comm.;1;0;0
0003207452024090920250627;71;72024090920250627;Trento. Autostazione;1;0;0
0003240282024090920250627;345;22024090920250627;Molveno;0;0;0
0003228062024090920250627;494;4512024090920250627;Pergine V. Intermodale;1;0;0
0003215362024090920250627;203;92024090920250627;Rovereto. Via Manzoni;1;0;0
0003209972024090920250627;687;6272024090920250627;Terlago;1;0;0
0003206322024090920250627;134;4512024090920250627;Riva Del G. Viale Martiri;0;0;0
0003191822024090920250627;7;22024090920250627;Casatta Valfloriana;1;0;0
0003234262024090920250627;562;22024090920250627;S.Caterina di Pergine;0;0;0
0003230982024090920250627;179;52024090920250627;Battisti;0;0;0
0003231482024090920250627;90;822024090920250627;Loc. Lochere;0;0;0
0003230752024090920250627;562;42024090920250627;Susa';0;0;0
0003215892024090920250627;181;52024090920250627;Aldeno;0;0;0
0003225352024090920250627;634;72024090920250627;Bolognano;0;0;0
0003202742024090920250627;71;22024090920250627;Campo Carlo Magno;0;0;0
0003217232024090920250627;634;22024090920250627;Trento. Autostazione;1;0;0
0003203122024090920250627;76;22024090920250627;Sardagna-Rotatoria;0;0;0
0003242582024090920250627;371;52024090920250627;Tret. Nord;0;0;0
0003195292024090920250627;120;62024090920250627;Trento. Autostazione;1;0;0
0003216792024090920250627;507;22024090920250627;Avio. Via M.Baldo;0;0;0
0003216302024090920250627;110;52024090920250627;Rovereto. Via Manzoni;0;0;0
0003205692024090920250627;134;22024090920250627;Riva Del G.Autostazione;0;0;0
0003227882024090920250627;69;72024090920250627;Trento. Autostazione;1;0;0
0003238212024090920250627;116;62024090920250627;Fiera di Primiero;1;0;0
0003229732024090920250627;188;22024090920250627;Levico T. Via Avancini;0;0;0
0003240342024090920250627;345;52024090920250627;Mezzocorona-Staz.Fs;1;0;0
0003232152024090920250627;138;22024090920250627;Baselga. Municipio;1;0;0
0003227572024090920250627;177;22024090920250627;Maso Tingherla;0;0;0
0003245302024090920250627;324;22024090920250627;Male';1;0;0
0003205742024090920250627;155;52024090920250627;Fiave';0;0;0
0003204502024090920250627;175;52024090920250627;Riva Del G.Autostazione;0;0;0
0003236732024090920250627;102;72024090920250627;Feltre. Staz. Fs;0;0;0
0003253182024090920250627;352;72024090920250627;Mezzana. Ftm;0;0;6
0003203622024090920250627;157;22024090920250627;Tione. Autostazione;1;0;0
0003238652024090920250627;116;52024090920250627;Fiera di Primiero;1;0;0
0003204202024090920250627;175;5902024090920250627;Trento. Autostazione;1;0;0
0003193382024090920250627;1;12024090920250627;Cavalese. Autostazione;1;0;0
0003260522024090920250627;638;72024090920250627;Ora-Staz. Fs;1;0;0
0003215762024090920250627;181;22024090920250627;Trento. Autostazione;1;0;0
0003199822024090920250627;300;22024090920250627;Cirè;1;0;0
0003206192024090920250627;175;42024090920250627;Drena;0;0;0
0003220052024090920250627;634;22024090920250627;Trento. Autostazione;1;0;0
0003196652024090920250627;120;62024090920250627;Casatta Valfloriana;0;0;0
0003228292024090920250627;520;22024090920250627;Trento. Ospedale S.Camillo;1;0;0
0003259502024090920250627;693;22024090920250627;Borgo Valsugana-C.Intermodale;0;0;6
0003193552024090920250627;1;22024090920250627;Cavalese. Autostazione;1;0;0
0003236442024090920250627;102;12024090920250627;S.Martino di Castrozza;1;0;0
0003207532024090920250627;71;42024090920250627;Trento. Autostazione;1;0;0
0003255112024090920250627;423;822024090920250627;Riva Del G. Autostazione;0;0;0
0003264342024093020241130;695;22024093020241130;Trento. Staz. Fs;1;0;6
0003209002024090920250627;161;62024090920250627;Sclemo;0;0;0
0003233762024090920250627;179;92024090920250627;Battisti;0;0;0
0003205412024090920250627;134;22024090920250627;Trento. Autostazione;1;0;0
0003253322024090920250627;713;22024090920250627;Trento Ftm;1;0;0
0003217512024090920250627;110;42024090920250627;Rovereto. Via Manzoni;0;0;0
0003206452024090920250627;636;22024090920250627;Tione. Autostazione;1;0;0
0003244902024090920250627;332;72024090920250627;Vermiglio. Nord;0;0;0
0003197862024090920250627;151;22024090920250627;Civezzano;1;0;0
0003227682024090920250627;494;4512024090920250627;Brusago;0;0;0
0003242862024090920250627;366;72024090920250627;Mezzocorona-Staz.Fs;1;0;0
0003193182024090920250627;1;22024090920250627;Penia. Str. Pian Trevisan;0;0;0
0003227352024090920250627;90;412024090920250627;Levico Terme Autostazione;1;0;0
0003262882024091120250627;55;12024091120250627;Penia. Str. Pian Trevisan;0;0;0
0003264242024093020241130;691;22024093020241130;Trento. Staz. Fs;1;0;6
0003264302024093020241130;695;72024093020241130;Trento. Staz. Fs;1;0;6
0003209842024090920250627;672;22024090920250627;Riva Del G.Autostazione;1;0;0
0003218302024090920250627;186;22024090920250627;Trento. Autostazione;1;0;0
0003194792024090920250627;3;52024090920250627;Cavalese. Autostazione;0;0;0
0003227192024090920250627;184;22024090920250627;Torcegno;0;0;0
0003203002024090920250627;71;42024090920250627;Tione. Autostazione;0;0;0
0003229182024090920250627;520;42024090920250627;Trento. Autostazione;1;0;0
0003215552024090920250627;215;42024090920250627;Pozzacchio;0;0;0
0003246722024090920250627;336;22024090920250627;Fucine;1;0;0
0003232202024090920250627;494;22024090920250627;Trento. Autostazione;1;0;0
0003210852024090920250627;157;22024090920250627;Baitoni;0;0;0
0003228052024090920250627;69;42024090920250627;Baselga. Municipio;1;0;0
0003242342024090920250627;375;22024090920250627;Fondo. Via Garibaldi;0;0;0
0003220882024090920250627;507;52024090920250627;Masi D'avio;0;0;0
0003225902024090920250627;717;22024090920250627;Bassano Del Grappa;0;0;0
0003214082024090920250627;200;22024090920250627;Ala. Staz. Fs.;0;0;0
0003252922024090920250627;352;22024090920250627;Trento Ftm;1;0;6
0003253252024090920250627;352;22024090920250627;Mezzana. Ftm;0;0;6
0003207742024090920250627;71;22024090920250627;Trento. Autostazione;1;0;0
0003227452024090920250627;90;402024090920250627;Loc. Lochere;0;0;0
0003241402024090920250627;375;52024090920250627;Ruffre';0;0;0
0003230962024090920250627;179;52024090920250627;Battisti;0;0;0
0003196602024090920250627;151;22024090920250627;Trento. Autostazione;1;0;0
0003245222024090920250627;324;72024090920250627;Piazzola;0;0;0
0003205662024090920250627;134;72024090920250627;Riva Del G.Autostazione;0;0;0
0003201262024090920250627;153;62024090920250627;Lago di Tenno;0;0;0
0003235922024090920250627;116;92024090920250627;Fiera di Primiero;1;0;0
0003231152024090920250627;177;402024090920250627;Pergine V. Intermodale;1;0;0
0003230612024090920250627;179;62024090920250627;Pergine V.-Scuole Andreatta;1;0;0
0003192392024090920250627;65;22024090920250627;Cavalese. Autostazione;1;0;0
0003220682024090920250627;634;4512024090920250627;Bolognano;0;0;0
0003218152024090920250627;186;52024090920250627;Trento. Autostazione;1;0;0
0003238112024090920250627;618;42024090920250627;Imer;1;0;0
0003209932024090920250627;672;62024090920250627;Campi. Bivio Loc Parisi;0;0;0
0003196022024090920250627;604;72024090920250627;Cavalese. Ospedale;0;0;0
0003219032024090920250627;215;62024090920250627;Camposilvano;0;0;0
0003230042024090920250627;188;22024090920250627;Levico T. Via Avancini;0;0;0
0003212772024090920250627;636;72024090920250627;Tione. Autostazione;1;0;0
0003204242024090920250627;175;22024090920250627;Trento. Autostazione;1;0;0
0003231852024090920250627;520;22024090920250627;Trento. Autostazione;1;0;0
0003215792024090920250627;181;42024090920250627;Trento. Autostazione;1;0;0
0003202172024090920250627;161;22024090920250627;Tavodo;0;0;0
0003207412024090920250627;71;4512024090920250627;Trento. Autostazione;1;0;0
0003222132024090920250627;231;62024090920250627;Mori. Bar Centrale;0;0;0
0003221012024122620250323;198;72024122620250323;Folgaria. Via Battisti;0;0;0
0003246592024090920250627;336;22024090920250627;Fucine;1;0;0
0003246902024090920250627;336;62024090920250627;Fucine Scuola Media;1;0;0
0003220012024090920250627;198;52024090920250627;Geroli;0;0;0
0003207882024090920250627;78;42024090920250627;Vezzano. Sud;1;0;0
0003263762024120120250627;695;22024120120250627;Bassano Del Grappa. Staz. Fs;0;0;6
0003264392024120120250627;695;72024120120250627;Trento. Staz. Fs;1;0;6
0003265102024102120250627;120;92024102120250627;Scancio di Segonzano-Snack Bar;0;0;0
0003214682024090920250627;198;92024090920250627;Rovereto. Staz. Fs;1;0;0
0003192152024090920250627;117;22024090920250627;Cavalese. Autostazione;0;0;0
0003252752024090920250627;352;22024090920250627;Trento Ftm;1;0;6
0003232112024090920250627;520;62024090920250627;Pergine V. P.Gavazzi;0;0;0
0003245012024090920250627;332;6202024090920250627;Mezzana. Staz Ftm;1;0;0
0003234302024090920250627;562;22024090920250627;Pergine V. Intermodale;1;0;0
0003194892024090920250627;3;72024090920250627;Cavalese. Autostazione;0;0;0
0003210572024090920250627;134;42024090920250627;Trento. Autostazione;1;0;0
0003230762024090920250627;169;52024090920250627;Borgo Valsugana-C.Intermodale;1;0;0
0003250322024090920250627;324;62024090920250627;Somrabbi;0;0;0
0003213962024090920250627;200;42024090920250627;Ala. Staz. Fs.;0;0;0
0003264832024102120250627;397;822024102120250627;Portolo;0;0;0
0003205192024090920250627;78;52024090920250627;Margone;0;0;0
0003227902024090920250627;69;52024090920250627;Trento. Autostazione;1;0;0
0003219152024090920250627;198;52024090920250627;Folgaria. Via Battisti;0;0;0
0003219782024090920250627;231;42024090920250627;Castione;0;0;0
0003216442024090920250627;503;92024090920250627;Vò Sinistro-Passaggio Livello;0;0;0
0003193512024090920250627;604;52024090920250627;Cavalese. Autostazione;1;0;0
0003244652024120820250316;332;6212024120820250316;Mezzana. Staz Ftm;1;0;0
0003194602024090920250627;55;22024090920250627;Salorno;0;0;0
0003248262024090920250627;395;52024090920250627;Toss;0;0;0
0003201282024090920250627;153;822024090920250627;Pranzo. Ex Cabina Enel;0;0;0
0003263752024120120250627;695;42024120120250627;Bassano Del Grappa. Staz. Fs;0;0;6
0003236272024090920250627;618;52024090920250627;Fiera di Primiero;1;0;0
0003233152024090920250627;520;62024090920250627;Trento. Autostazione;1;0;0
0003234792024090920250627;551;22024090920250627;Pergine V. Intermodale;1;0;0
0003205452024090920250627;134;42024090920250627;Trento. Autostazione;1;0;0
0003228012024090920250627;69;22024090920250627;Trento. Autostazione;1;0;0
0003204712024090920250627;78;92024090920250627;Vezzano. Sud;1;0;0
0003232612024090920250627;169;52024090920250627;Strigno;1;0;0
0003228742024090920250627;520;72024090920250627;Levico T. Via Avancini;0;0;0
0003222682024090920250627;215;6532024090920250627;Raossi;1;0;0
0003244942024090920250627;375;52024090920250627;Cavareno;1;0;0
0003248302024090920250627;395;62024090920250627;Toss;0;0;0
0003202672024090920250627;71;22024090920250627;Ponte Arche Autostazione;1;0;0
0003212982024090920250627;636;42024090920250627;Tione. Autostazione;1;0;0
0003213482024090920250627;196;52024090920250627;Virti;0;0;0
0003263312024093020241130;717;22024093020241130;Bassano Del Grappa;0;0;0
0003222942024090920250627;203;62024090920250627;Ometto;0;0;0
0003240522024090920250627;345;72024090920250627;Molveno;0;0;0
0003196642024090920250627;120;5902024090920250627;Molina di Fiemme;0;0;0
0003259212024090920250627;693;22024090920250627;Trento. Staz. Fs;1;0;6
0003232042024090920250627;520;52024090920250627;Borgo V. Valli;0;0;0
0003246602024090920250627;332;22024090920250627;Mezzana. Staz Ftm;1;0;0
0003214732024090920250627;198;22024090920250627;Rovereto. Staz. Fs;1;0;0
0003206242024090920250627;134;12024090920250627;Riva Del G.Autostazione;0;0;0
0003220862024090920250627;503;62024090920250627;Rovereto. Via Paoli;0;0;0
0003217792024090920250627;110;72024090920250627;Arco. Autostazione;0;0;0
0003204132024090920250627;157;72024090920250627;Baitoni;0;0;0
0003201342024090920250627;153;22024090920250627;Ponte Arche Autostazione;0;0;0
0003236522024090920250627;102;22024090920250627;Feltre. Staz. Fs;0;0;0
0003221052024090920250627;198;22024090920250627;Zoreri-Soldati;0;0;0
0003209182024090920250627;71;72024090920250627;Tione. Autostazione;0;0;0
0003241982024090920250627;364;22024090920250627;Cles. Autostazione;1;0;0
0003229292024090920250627;520;22024090920250627;Levico T. Via Avancini;0;0;0
0003222012024090920250627;186;42024090920250627;Centa;0;0;0
0003249262024090920250627;336;62024090920250627;Fucine Scuola Media;0;0;0
0003222612024090920250627;215;6532024090920250627;Raossi;0;0;0
0003217322024090920250627;110;22024090920250627;Bolognano;0;0;0
0003208052024090920250627;134;22024090920250627;Sarche. Centro Comm.;1;0;0
0003222742024090920250627;203;5552024090920250627;Ometto;0;0;0
0003242302024090920250627;375;62024090920250627;Dambel;0;0;0
0003252372024090920250627;703;22024090920250627;Mezzolombardo;0;0;0
0003215852024090920250627;181;42024090920250627;Trento. Autostazione;1;0;0
0003198022024090920250627;300;22024090920250627;Pergine V. Intermodale;1;0;0
0003225942024090920250627;96;52024090920250627;Bedollo;1;0;0
0003227702024090920250627;494;42024090920250627;Brusago;0;0;0
0003240222024090920250627;345;52024090920250627;Trento. Staz. Fs;1;0;0
0003236302024090920250627;102;302024090920250627;Feltre. Staz. Fs;0;0;0
0003236062024090920250627;116;72024090920250627;Caoria;0;0;0
0003223822024090920250627;186;42024090920250627;Centa;0;0;0
0003224892024090920250627;231;62024090920250627;Saccone;0;0;0
0003230922024090920250627;520;52024090920250627;Borgo V. Valli;0;0;0
0003196962024090920250627;120;62024090920250627;Trento. Autostazione;1;0;0
0003245262024090920250627;324;22024090920250627;Piazzola;0;0;0
0003264172024120120250627;695;72024120120250627;Trento. Staz. Fs;1;0;6
0003215922024090920250627;181;72024090920250627;Garniga Vecchia;0;0;0
0003231112024090920250627;177;6572024090920250627;Hacleri;0;0;0
0003252552024090920250627;366;72024090920250627;Cles. Autostazione;0;0;0
0003207192024090920250627;167;62024090920250627;Daone;0;0;0
0003218112024090920250627;186;62024090920250627;Centa;0;0;0
0003195172024090920250627;60;42024090920250627;Palu' di Giovo;0;0;0
0003200942024090920250627;167;42024090920250627;Daone;0;0;0
0003246072024120820250316;334;6232024120820250316;Marilleva 1400;0;0;0
0003228862024090920250627;520;52024090920250627;Borgo V. Valli;0;0;0
0003196062024090920250627;60;62024090920250627;Verla;1;0;0
0003264462024100720250627;108;22024100720250627;Feltre. Deposito;0;0;0
0003264072024093020241130;695;22024093020241130;Trento. Staz. Fs;1;0;6
0003230002024090920250627;98;22024090920250627;Borgo Valsugana-C.Intermodale;1;0;0
0003244642024090920250627;332;6372024090920250627;Passo Tonale;0;0;0
0003220662024090920250627;634;22024090920250627;Bolognano;0;0;0
0003202132024090920250627;171;62024090920250627;Riva Del G.Autostazione;1;0;0
0003236792024090920250627;123;12024090920250627;Siror;0;0;0
0003203862024090920250627;229;72024090920250627;Vigo Cavedine;0;0;0
0003206712024090920250627;134;4512024090920250627;Trento. Autostazione;1;0;0
0003247062024120820250316;336;6202024120820250316;Peio;0;0;0
0003218812024090920250627;110;72024090920250627;Trento. Autostazione;1;0;0
0003240452024090920250627;345;42024090920250627;Grumo;1;0;0
0003199232024090920250627;340;52024090920250627;Salorno. Staz. Fs;0;0;0
0003246942024090920250627;375;52024090920250627;Dermulo;1;0;0
0003198152024090920250627;120;5902024090920250627;Trento. Autostazione;1;0;0
0003263722024120120250627;691;22024120120250627;Bassano Del Grappa. Staz. Fs;0;0;6
0003220702024090920250627;634;62024090920250627;Bolognano;0;0;0
0003192582024090920250627;63;22024090920250627;Sover;0;0;0
0003248222024090920250627;395;22024090920250627;Mezzolombardo;1;0;0
0003241682024090920250627;375;62024090920250627;Ruffre';0;0;0
0003252882024090920250627;352;22024090920250627;Male' Ferrovia;0;0;6
0003263712024120120250627;691;22024120120250627;Bassano Del Grappa. Staz. Fs;0;0;6
0003238922024090920250627;116;62024090920250627;Fiera di Primiero;1;0;0
0003192512024090920250627;63;22024090920250627;Montesover;1;0;0
0003264602024102120250627;554;42024102120250627;Ischia di Pergine;0;0;0
0003234342024090920250627;640;42024090920250627;Pergine V. Intermodale;1;0;0
0003203342024090920250627;80;22024090920250627;Trento. Autostazione;1;0;0
0003251762024090920250627;345;52024090920250627;S.Michele;1;0;0
0003223622024090920250627;186;42024090920250627;Centa;0;0;0
0003224692024090920250627;215;72024090920250627;Rovereto. Via Manzoni;1;0;0
0003230492024090920250627;562;22024090920250627;Pergine V. Intermodale;1;0;0
0003230722024090920250627;520;42024090920250627;Levico Terme Autostazione;1;0;0
0003264872024102120250627;397;62024102120250627;Cles. Autostazione;1;0;0
0003253082024090920250627;352;72024090920250627;Mezzana. Ftm;0;0;6
0003212812024090920250627;636;22024090920250627;Tione. Autostazione;1;0;0
0003208942024090920250627;171;5902024090920250627;Riva Del G.Autostazione;1;0;0
0003202882024090920250627;71;72024090920250627;Tione. Autostazione;0;0;0
0003207902024090920250627;171;5902024090920250627;Riva Del G.Autostazione;1;0;0
0003264992024102120250627;366;822024102120250627;Mezzocorona-Staz.Fs;1;0;0
0003228902024090920250627;520;22024090920250627;Trento. Autostazione;1;0;0
0003227942024090920250627;520;52024090920250627;Trento. Autostazione;1;0;0
0003229652024090920250627;177;52024090920250627;Hacleri;0;0;0
0003237042024090920250627;311;62024090920250627;Siror;1;0;0
0003241742024090920250627;364;62024090920250627;Fondo. Via Garibaldi;0;0;0
0003249582024090920250627;336;62024090920250627;Male';1;0;0
0003219612024090920250627;231;5902024090920250627;Brentonico;1;0;0
0003236992024090920250627;647;52024090920250627;Fiera di Primiero;0;0;0
0003219462024090920250627;231;5902024090920250627;Besagno;1;0;0
0003213152024090920250627;636;22024090920250627;Tione. Autostazione;1;0;0
0003231612024090920250627;98;52024090920250627;Tezze;0;0;0
0003253002024090920250627;352;22024090920250627;Trento Ftm;1;0;6
0003204752024090920250627;175;22024090920250627;Vigo Cavedine;0;0;0
0003193792024090920250627;120;52024090920250627;Trento. Autostazione;1;0;0
0003228702024090920250627;520;62024090920250627;Pergine V. P.Gavazzi;1;0;0
0003241962024090920250627;364;22024090920250627;Fondo. Via Garibaldi;0;0;0
0003202632024090920250627;71;72024090920250627;Tione. Autostazione;0;0;0
0003202942024090920250627;76;52024090920250627;Trento. Autostazione;1;0;0
0003245292024090920250627;324;62024090920250627;Somrabbi;0;0;0
0003226692024090920250627;86;412024090920250627;Olle;0;0;0
0003219622024090920250627;231;52024090920250627;Brentonico;1;0;0
0003235992024090920250627;311;52024090920250627;S.Silvestro;0;0;0
0003246642024090920250627;332;72024090920250627;Vermiglio. Nord;0;0;0
0003216992024090920250627;507;22024090920250627;Avio. Via M.Baldo;0;0;0
0003220822024090920250627;507;92024090920250627;Rovereto. Via Paoli;0;0;0
0003217002024090920250627;507;5902024090920250627;Ala. Staz. Fs.;0;0;0
0003244532024090920250627;332;72024090920250627;Fucine;1;0;0
0003246832024090920250627;366;52024090920250627;Sporminore;0;0;0
0003201052024090920250627;159;42024090920250627;Lundo;0;0;0
0003236562024090920250627;102;72024090920250627;S.Martino di Castrozza;1;0;0
0003263552024093020241130;695;72024093020241130;Primolano. Staz. Fs;0;0;6
0003244042024090920250627;354;22024090920250627;Mechel;0;0;0
0003248462024090920250627;357;22024090920250627;Lanza di Rumo;0;0;0
0003228192024090920250627;69;22024090920250627;Montesover;0;0;0
0003260992024090920250627;638;42024090920250627;Ora-Staz. Fs;1;0;0
0003234882024090920250627;551;42024090920250627;Serso. Centrale Idroelettrica;0;0;0
0003208012024090920250627;134;52024090920250627;Trento. Autostazione;1;0;0
0003222702024090920250627;215;6532024090920250627;Raossi;1;0;0
0003232772024090920250627;179;22024090920250627;Battisti;0;0;0
0003253212024090920250627;352;72024090920250627;Trento Ftm;1;0;6
0003243682024090920250627;368;92024090920250627;Sfruz;0;0;0
0003255402024090920250627;423;52024090920250627;Arco. Autostazione;0;0;0
0003227742024090920250627;138;52024090920250627;Baselga. Municipio;1;0;0
0003233612024090920250627;184;6372024090920250627;Ronchi Valsugana;0;0;0
0003246312024090920250627;332;22024090920250627;Passo Tonale;0;0;0
0003210922024090920250627;157;22024090920250627;Tione. Autostazione;1;0;0
0003263932024093020241130;717;22024093020241130;Borgo Valsugana-C.Intermodale;1;0;0
0003232492024090920250627;494;52024090920250627;Baselga. Municipio;0;0;0
0003263452024093020241130;691;22024093020241130;Primolano. Staz. Fs;0;0;6
0003251552024090920250627;345;52024090920250627;Mezzolombardo;1;0;0
0003215962024090920250627;181;52024090920250627;Garniga Vecchia;0;0;0
0003263072024091820250627;417;52024091820250627;Riva Del G.Autostazione;1;0;0
0003215732024090920250627;181;42024090920250627;Garniga Vecchia;0;0;0
0003252512024090920250627;366;22024090920250627;Mezzocorona-Staz.Fs;1;0;0
0003263412024093020241130;695;22024093020241130;Primolano. Staz. Fs;0;0;6
0003232812024090920250627;549;52024090920250627;Nogare';0;0;0
0003208862024090920250627;80;42024090920250627;M. Terlago. Htl 2 Laghi;0;0;0
0003243742024090920250627;397;52024090920250627;Portolo;0;0;0
0003203302024090920250627;71;22024090920250627;Tione. Autostazione;0;0;0
0003233802024090920250627;549;42024090920250627;Nogare';0;0;0
0003229012024090920250627;520;72024090920250627;Trento. Autostazione;1;0;0
0003253372024090920250627;352;22024090920250627;Trento Ftm;1;0;6
0003220622024090920250627;194;4512024090920250627;Trento. Autostazione;0;0;0
0003229702024090920250627;177;22024090920250627;Hacleri;0;0;0
