trip_id;route_id;service_id;trip_headsign;direction_id;wheelchair_accessible;bike_slots
0003242522024090920250627;375;22024090920250627;Fondo. Via Garibaldi;0;0;0
0003204882024090920250627;175;62024090920250627;Vigo Cavedine;0;0;0
0003216732024090920250627;110;22024090920250627;Arco. Autostazione;0;0;0
0003240402024090920250627;345;92024090920250627;Mezzocorona-Staz.Fs;1;0;0
0003260582024090920250627;638;42024090920250627;Ora-Staz. Fs;1;0;0
0003199492024090920250627;343;52024090920250627;Mezzocorona Ferr.;1;0;0
0003259732024090920250627;693;22024090920250627;Borgo Valsugana-C.Intermodale;0;0;6
0003227822024090920250627;494;22024090920250627;Baselga. Municipio;1;0;0
0003234922024090920250627;562;6512024090920250627;S.Vito di Pergine;0;0;0
0003235422024090920250627;522;62024090920250627;Borgo Valsugana-C.Intermodale;1;0;0
0003252502024090920250627;366;72024090920250627;Cles. Autostazione;0;0;0
0003250762024090920250627;713;52024090920250627;Mezzocorona-Staz.Fs;1;0;0
0003202492024090920250627;71;22024090920250627;Tione. Autostazione;0;0;0
0003199652024090920250627;300;62024090920250627;Pergine V. Intermodale;1;0;0
0003216112024090920250627;181;4512024090920250627;Garniga Vecchia;0;0;0
0003234652024090920250627;640;22024090920250627;Pergine V. Intermodale;1;0;0
0003213362024090920250627;196;5902024090920250627;Folgaria. P.Le N.Unite;0;0;0
0003231572024090920250627;552;822024090920250627;Pergine-Via Baratieri;1;0;0
0003247102024120820250316;345;6212024120820250316;Molveno;0;0;0
0003192572024090920250627;1;22024090920250627;Trento. Autostazione;1;0;0
0003241732024090920250627;364;822024090920250627;Fondo. Via Garibaldi;0;0;0
0003252892024090920250627;352;22024090920250627;Trento Ftm;1;0;6
0003234492024090920250627;640;4512024090920250627;Via S.Pietro 82-Villa Rosa;0;0;0
0003234002024090920250627;552;22024090920250627;Roncogno;0;0;0
0003217922024090920250627;634;72024090920250627;Rovereto. Via Paoli;1;0;0
0003237962024090920250627;102;12024090920250627;Siror. Centro Sportivo;1;0;0
0003245102024090920250627;324;22024090920250627;Somrabbi;0;0;0
0003216812024090920250627;503;92024090920250627;Vò Sinistro-Passaggio Livello;0;0;0
0003240752024090920250627;345;22024090920250627;Mezzocorona-Staz.Fs;1;0;0
0003217652024090920250627;110;72024090920250627;Trento. Autostazione;1;0;0
0003246082024120820250316;334;6212024120820250316;Male';1;0;0
0003197552024090920250627;120;42024090920250627;Trento. Autostazione;1;0;0
0003196582024090920250627;60;322024090920250627;Palu' di Giovo;0;0;0
0003265412024103020250627;71;22024103020250627;Tione. Autostazione;0;0;0
0003246152024120820250316;334;6212024120820250316;Marilleva 1400;0;0;0
0003210482024090920250627;157;4512024090920250627;Tione. Autostazione;1;0;0
0003222662024090920250627;215;6532024090920250627;Bastianello;0;0;0
0003246162024120820250316;334;6232024120820250316;Marilleva 1400;0;0;0
0003215412024090920250627;231;52024090920250627;Mori. Bar Centrale;1;0;0
0003265232024102120250627;55;92024102120250627;S.Michele;0;0;0
0003213462024090920250627;196;22024090920250627;Lavarone Cappella;0;0;0
0003264752024102120250627;366;62024102120250627;Cles. Autostazione;0;0;0
0003194962024090920250627;60;52024090920250627;Palu' di Giovo;0;0;0
0003234722024090920250627;640;42024090920250627;Via S.Pietro 82-Villa Rosa;0;0;0
0003226902024090920250627;520;22024090920250627;Feltre. Staz. Fs;0;0;0
0003217432024090920250627;634;22024090920250627;Rovereto. Via Paoli;1;0;0
0003244562024090920250627;332;22024090920250627;Passo Tonale;0;0;0
0003264202024120120250627;695;72024120120250627;Trento. Staz. Fs;1;0;6
0003214152024090920250627;220;22024090920250627;Ronzo Chienis;0;0;0
0003265002024102120250627;397;22024102120250627;Portolo;0;0;0
0003250782024090920250627;713;5902024090920250627;Trento. Staz. Fs;1;0;0
0003227132024090920250627;184;412024090920250627;Borgo Valsugana-C.Intermodale;1;0;0
0003242402024090920250627;375;62024090920250627;Dambel;0;0;0
0003235382024090920250627;138;62024090920250627;Baselga. Municipio;1;0;0
0003205302024090920250627;134;22024090920250627;Trento. Autostazione;1;0;0
0003260732024090920250627;638;72024090920250627;Ora-Staz. Fs;1;0;0
0003198992024090920250627;60;62024090920250627;Palu' di Giovo;0;0;0
0003232722024090920250627;549;52024090920250627;Nogare';0;0;0
0003192032024090920250627;130;62024090920250627;Castelir di Bellamonte;0;0;0
0003221472024090920250627;181;72024090920250627;Garniga Vecchia;0;0;0
0003210362024090920250627;153;6362024090920250627;Fiave';0;0;0
0003214592024090920250627;198;22024090920250627;Folgaria. Via Battisti;0;0;0
0003237112024090920250627;102;22024090920250627;Feltre. Staz. Fs;0;0;0
0003260962024090920250627;638;22024090920250627;Cavalese. Autostazione;0;0;0
0003217062024090920250627;110;92024090920250627;Trento. Autostazione;1;0;0
0003199342024090920250627;340;822024090920250627;Rovere'. Trentinalatte;0;0;0
0003263662024120120250627;691;22024120120250627;Bassano Del Grappa. Staz. Fs;0;0;6
0003246862024090920250627;336;52024090920250627;Peio;0;0;0
0003259942024090920250627;693;72024090920250627;Borgo Valsugana-C.Intermodale;0;0;6
0003201492024090920250627;171;22024090920250627;Tiarno di Sopra;0;0;0
0003242092024090920250627;364;22024090920250627;Castelfondo;0;0;0
0003263652024120120250627;695;72024120120250627;Bassano Del Grappa. Staz. Fs;0;0;6
0003202182024090920250627;155;52024090920250627;Ponte Arche Autostazione;1;0;0
0003209992024090920250627;687;6272024090920250627;Vezzano. Apt;0;0;0
0003215632024090920250627;194;22024090920250627;Rovereto. Staz. Fs;1;0;0
0003194832024090920250627;3;62024090920250627;Valda. Piazza Melari 4;1;0;0
0003214392024090920250627;200;42024090920250627;Rovereto. Via Manzoni;1;0;0
0003231532024090920250627;552;62024090920250627;Pergine V. Intermodale;1;0;0
0003252652024090920250627;366;22024090920250627;Termon;0;0;0
0003206012024090920250627;175;22024090920250627;Vigo Cavedine;1;0;0
0003203262024090920250627;76;22024090920250627;Viote;0;0;0
0003197422024090920250627;343;22024090920250627;Mezzocorona Ferr.;1;0;0
0003262492024091020250627;420;22024091020250627;Riva Del G. Autostazione;0;0;0
0003216772024090920250627;503;92024090920250627;Trento. Autostazione;0;0;0
0003235852024090920250627;116;302024090920250627;Imer;1;0;0
0003209762024090920250627;161;62024090920250627;Ponte Arche Autostazione;1;0;0
0003207822024090920250627;153;52024090920250627;Calvola;0;0;0
0003221512024090920250627;220;62024090920250627;Rovereto. Via Manzoni;1;0;0
0003215422024090920250627;203;42024090920250627;Ometto;0;0;0
0003242152024090920250627;378;62024090920250627;Cis;0;0;0
0003234962024090920250627;562;6512024090920250627;Pergine V. Intermodale;1;0;0
0003215112024090920250627;215;52024090920250627;Rovereto. Rosmini-Monumento;1;0;0
0003208512024090920250627;153;52024090920250627;Riva Del G.Autostazione;1;0;0
0003235152024090920250627;169;62024090920250627;Borgo Valsugana-C.Intermodale;1;0;0
0003216152024090920250627;110;62024090920250627;Trento. Autostazione;1;0;0
0003252782024090920250627;352;22024090920250627;Mezzana. Ftm;0;0;6
0003243962024090920250627;354;52024090920250627;Cles. Autostazione;1;0;0
0003192532024090920250627;63;22024090920250627;Sover;0;0;0
0003237382024090920250627;108;22024090920250627;Borgo Valsugana-C.Intermodale;1;0;0
0003208342024090920250627;134;52024090920250627;Sarche. Centro Comm.;1;0;0
0003253062024090920250627;352;22024090920250627;Male' Ferrovia;0;0;6
0003210412024090920250627;157;22024090920250627;Tione. Autostazione;1;0;0
0003244822024090920250627;336;72024090920250627;Peio;0;0;0
0003234762024090920250627;549;22024090920250627;Pergine V. Intermodale;1;0;0
0003215812024090920250627;181;42024090920250627;Aldeno;0;0;0
0003219252024090920250627;526;822024090920250627;Vigolo Vattaro;0;0;0
0003232942024090920250627;90;52024090920250627;Levico Terme Autostazione;1;0;0
0003230422024090920250627;494;12024090920250627;Gardolo. Zona Ind.Le;1;0;0
0003206172024090920250627;175;22024090920250627;Vigo Cavedine;0;0;0
0003210152024090920250627;171;5902024090920250627;Tiarno di Sopra;0;0;0
0003230252024090920250627;552;22024090920250627;Pergine V. Intermodale;1;0;0
0003202512024090920250627;71;72024090920250627;Ponte Arche Autostazione;1;0;0
0003204052024090920250627;80;62024090920250627;M. Terlago. Htl 2 Laghi;0;0;0
0003265452024103020250627;634;42024103020250627;Rovereto. Via Paoli;1;0;0
0003227012024090920250627;184;22024090920250627;Torcegno;0;0;0
0003198042024090920250627;300;62024090920250627;Civezzano;0;0;0
0003235652024090920250627;106;52024090920250627;Lausen;1;0;0
0003242982024090920250627;703;52024090920250627;Mezzolombardo;0;0;0
0003212922024090920250627;636;72024090920250627;Tione. Autostazione;1;0;0
0003252542024090920250627;366;42024090920250627;Mezzocorona-Staz.Fs;1;0;0
0003219572024090920250627;233;52024090920250627;Saccone;0;0;0
0003206902024090920250627;175;42024090920250627;Trento. Autostazione;1;0;0
0003226942024090920250627;132;22024090920250627;Borgo Valsugana-C.Intermodale;1;0;0
0003217732024090920250627;634;4512024090920250627;Rovereto. Via Paoli;1;0;0
0003263622024120120250627;695;72024120120250627;Bassano Del Grappa. Staz. Fs;0;0;6
0003241092024090920250627;345;4512024090920250627;Andalo-Maso Toscana;0;0;0
0003265042024102120250627;636;72024102120250627;Tione. Autostazione;1;0;0
0003240742024090920250627;345;72024090920250627;Mezzocorona-Staz.Fs;1;0;0
0003194772024090920250627;3;42024090920250627;Trento. Autostazione;1;0;0
0003227172024090920250627;184;4512024090920250627;Borgo Valsugana-C.Intermodale;1;0;0
0003248582024090920250627;357;22024090920250627;Cles. Autostazione;1;0;0
0003249842024090920250627;368;62024090920250627;Sfruz;0;0;0
0003253192024090920250627;352;72024090920250627;Trento Ftm;1;0;6
0003203552024090920250627;80;4512024090920250627;Trento. Autostazione;1;0;0
0003265202024102120250627;181;62024102120250627;Trento. Autostazione;1;0;0
0003213542024090920250627;196;6462024090920250627;Rovereto. Staz. Fs;1;0;0
0003195892024090920250627;1;22024090920250627;Penia. Str. Pian Trevisan;0;0;0
0003221572024090920250627;233;52024090920250627;Brentonico;1;0;0
0003216622024090920250627;503;52024090920250627;Avio-Carabinieri;0;0;0
0003243662024090920250627;368;62024090920250627;Sfruz;0;0;0
0003221432024090920250627;220;92024090920250627;Rovereto. Via Manzoni;1;0;0
0003217112024090920250627;634;22024090920250627;Bolognano;0;0;0
0003260922024090920250627;638;4512024090920250627;Cavalese. Autostazione;0;0;0
0003222232024090920250627;186;22024090920250627;Trento. Autostazione;1;0;0
0003199422024090920250627;340;22024090920250627;Mezzolombardo;1;0;0
0003242772024090920250627;366;72024090920250627;Mezzocorona-Staz.Fs;1;0;0
0003241152024090920250627;375;52024090920250627;Cles. Piazza Fiera;1;0;0
0003263052024091720250627;375;62024091720250627;Dermulo;1;0;0
0003235492024090920250627;717;72024090920250627;Trento. Staz. Fs;1;0;0
0003196492024090920250627;60;22024090920250627;Verla;1;0;0
0003216002024090920250627;181;22024090920250627;Nomi;0;0;0
0003204822024090920250627;175;22024090920250627;V.Cavedine. Via S.Udalrico;0;0;0
0003255512024090920250627;423;12024090920250627;Riva Del G. Autostazione;0;0;0
0003233362024090920250627;549;62024090920250627;Buss;0;0;0
0003205012024090920250627;134;72024090920250627;Trento. Autostazione;1;0;0
0003194872024090920250627;3;62024090920250627;Valda. Piazza Melari 4;0;0;0
0003232252024090920250627;138;52024090920250627;Faida;0;0;0
0003252612024090920250627;366;72024090920250627;Cles. Autostazione;0;0;0
0003201202024090920250627;153;22024090920250627;Riva Del G.Autostazione;1;0;0
0003201472024090920250627;171;22024090920250627;Riva Del G.Autostazione;1;0;0
0003248742024090920250627;357;72024090920250627;Cles. Autostazione;1;0;0
0003242682024090920250627;366;52024090920250627;Cles. Autostazione;0;0;0
0003197462024090920250627;55;22024090920250627;Penia. Str. Pian Trevisan;0;0;0
0003226742024090920250627;86;4512024090920250627;Olle;0;0;0
0003227282024090920250627;90;42024090920250627;Barco;0;0;0
0003240962024090920250627;345;42024090920250627;Molveno;0;0;0
0003263982024093020241130;717;72024093020241130;Trento. Staz. Fs;1;0;0
0003191772024090920250627;316;402024090920250627;Falcade;0;0;0
0003224662024090920250627;215;72024090920250627;Pian Delle Fugazze;0;0;0
0003264892024102120250627;713;62024102120250627;Cles. Autostazione;1;0;0
0003253902024090920250627;417;52024090920250627;S.Martino di Arco;0;0;0
0003207862024090920250627;80;52024090920250627;M. Terlago. Htl 2 Laghi;0;0;0
0003201772024090920250627;171;62024090920250627;Condino Albergo Corona.;0;0;0
0003214962024090920250627;215;22024090920250627;Speccheri. Bivio;1;0;0
0003215462024090920250627;215;42024090920250627;Pozzacchio;0;0;0
0003216492024090920250627;507;42024090920250627;Avio. Via M.Baldo;0;0;0
0003209782024090920250627;161;42024090920250627;Ponte Arche Autostazione;1;0;0
0003248282024090920250627;395;22024090920250627;Toss;0;0;0
0003228032024090920250627;69;52024090920250627;Montesover;0;0;0
0003210282024090920250627;153;62024090920250627;Doss;1;0;0
0003220712024090920250627;194;42024090920250627;Trento. Autostazione;0;0;0
0003193982024090920250627;120;52024090920250627;Trento. Autostazione;1;0;0
0003232382024090920250627;520;22024090920250627;Trento. Autostazione;1;0;0
0003242742024090920250627;366;822024090920250627;Mezzocorona-Staz.Fs;1;0;0
0003243922024090920250627;354;52024090920250627;Mechel;0;0;0
0003208302024090920250627;161;6372024090920250627;Molveno;0;0;0
0003253022024090920250627;352;22024090920250627;Trento Ftm;1;0;6
0003241802024090920250627;364;92024090920250627;Cles. Autostazione;1;0;0
0003259172024090920250627;693;22024090920250627;Trento. Staz. Fs;1;0;6
0003202822024090920250627;71;22024090920250627;Trento. Autostazione;1;0;0
0003245622024090920250627;375;62024090920250627;Fondo. Via Garibaldi;0;0;0
0003205262024090920250627;80;62024090920250627;Trento. Autostazione;1;0;0
